author,content,like,comment,timestamp,url
banai_design,微笑面對🙂網文跟抄自| 珮珮手寫#珮珮手寫 #八耐舜子 #手繪,2.5萬,142,2021-12-07T03:53:41.000Z,https://www.instagram.com/p/CXKtDziB_a-/
