author,content,like,comment,timestamp,url
betty.bento,｜夯肉便當｜⁡昨晚去全聯補豆漿時，經過生鮮肉品櫃時發現架上有超多醃妥肉品(解凍)正在特價….⁡好(握拳~)，既然今年中秋節沒烤到肉，就拿一盒大里肌肉片回家解嘴饞吧！⁡結帳時，收銀小姐說：「美女，肉片買一送一，麻煩美女再去拿一盒！」⁡當下真的是太開心了，不止買一送一，還被叫了兩次美女…(結果全部的女顧客都叫美女🤣🤣🤣)⁡因為是解凍肉，所以一早將2盒全梭哈了🙌口味鹹甜鹹甜的很夠味(但需夾土司或白飯才不會太鹹)，肉質很軟嫩，很好吃，因此2盒的量不會太多，我家應該可以在這兩天全吃完。⁡今晚要不要再去全聯晃一下呢☺️⁡🥢便當夥伴：苦瓜鹹蛋、煎荷包蛋、汆燙高麗菜及青花菜、糙米+白米+藜麥飯。⁡#便當日記 #健康飲食 #便當 #好吃 #好好吃 #弁当 #全聯,5001,56,2021-09-29T14:22:24.000Z,https://www.instagram.com/p/CUZnlavptoa/
