id,comment,like,timestamp
binnxi_guo,其實我覺得蠻酷的,1925 ,2022-03-27T11:17:18.000Z
slnjb30678,在日本看到真的畸形種我都不意外…,855 ,2022-03-27T11:26:23.000Z
hpc_tw_mydiman,極度中二,394 ,2022-03-27T11:25:20.000Z
ryan_shaohua_l,是阿信還是胡瓜,158 ,2022-03-27T11:37:08.000Z
chinfu_chen,帥慘🔥,228 ,2022-03-27T11:18:04.000Z
derpyegg,AT力場,112 ,2022-03-27T11:26:29.000Z
ys_urb,這是資料夾嗎怎麼那麼硬不會垂下來,36 ,2022-03-27T11:46:21.000Z
bretttsai,我趕快去蒐集 🙌🙌🙌,9 ,2022-03-27T11:29:09.000Z
gto200255,看起來很厲害,586 ,2022-03-27T11:17:49.000Z
koala1218,Afufa,9 ,2022-03-27T11:16:40.000Z
mr.david._0915,中二病 具像化,16 ,2022-03-27T11:22:18.000Z
lele_iam66,哈哈好屌噢🤣🤣,1 ,2022-03-27T12:05:08.000Z
benson._.726,可以耶😮👏👏,4 ,2022-03-27T11:20:27.000Z
jihong_0219,境界觸發者,14 ,2022-03-27T11:31:05.000Z
ur_db_2,從3D變成2次元的（？,0,2022-03-27T11:38:45.000Z
brandon_lee1203,有點東西,4 ,2022-03-27T11:19:09.000Z
tuner05,無法解除⋯😂,0,2022-03-27T12:01:22.000Z
k870640,我想要耍個中二結果發現資料夾掉滿地🥲,1 ,2022-03-27T11:19:39.000Z
cutg_0420,等等 我記得這樣不是會軟掉😂,2 ,2022-03-27T11:32:01.000Z
_sy_life___,左邊以為是濕了的紙巾😂,0,2022-03-27T11:58:18.000Z
hlhao_,以前怎麼沒有想到要這樣玩⋯,0,2022-03-27T12:01:16.000Z
kub.diop,看來seele 的人類補完計劃失敗了,0,2022-03-27T11:40:37.000Z
bczzz030,@sander_chen_0112 境界觸發者,5 ,2022-03-27T11:54:59.000Z
ouiojcan,@n.__.16y 這個好酷,1 ,2022-03-27T11:18:35.000Z
aagiiii._,@x5ymz9 幫我做一個,1 ,2022-03-27T11:18:17.000Z
hua_chiaaa,@_zhen914 我知道你給我的資料夾該怎麼用了xdd,0,2022-03-27T11:37:27.000Z
jcyl._,@u.ulcandy0.0 @626.alienjai,4 ,2022-03-27T11:22:55.000Z
han_.nana,@jia_wen109025 學到了,0,2022-03-27T11:28:05.000Z
viic5578,@_choichoi_,2 ,2022-03-27T12:00:31.000Z
b_07.09,@m__o92o 好帥,0,2022-03-27T11:18:45.000Z
jimin_michelle,😂😂😂😂,1 ,2022-03-27T11:38:49.000Z
_ccc.12_,@a_trzuo_170 改天來做一個,1 ,2022-03-27T11:18:16.000Z
yongru8810,我以為是阿信...髮型好像,0,2022-03-27T11:48:42.000Z
reason_cun,絕對領域展開,1 ,2022-03-27T11:54:03.000Z
m0102377,絕對領域,0,2022-03-27T11:24:19.000Z
tjc_ping,@_ma0813_,1 ,2022-03-27T11:17:26.000Z
yaweih_0801,@yinlin0731  好中二好讚,6 ,2022-03-27T11:17:55.000Z
gin3_801,@yoyo_1313_maybe_,1 ,2022-03-27T11:46:12.000Z
lamcc_ca,酷欸,0,2022-03-27T11:45:43.000Z
harrylin_0317,@dannymasa522 魔牆人偶！,1 ,2022-03-27T12:02:32.000Z
