id,comment,like,timestamp
999uhnai08,然後他和他朋友就在一起了😢,76 ,2022-04-02T05:09:59.000Z
lu.shinyi,再過一陣子，就會發現他們是一對☺️,61 ,2022-04-02T06:21:07.000Z
peifen_hsieh,然後發現他們兩個都對自己沒意思嗎😢😢,39 ,2022-04-02T04:47:48.000Z
sweet_sunsun,如果一直出現更帥的怎麼辦🤔🤔,8 ,2022-04-02T04:58:10.000Z
moyeh0229,「喜歡上」一個帥哥喜歡「上」一個帥哥喜歡「上一個」帥哥不用那麼麻煩 全部都要就好了🙋‍♀️🙋‍♀️🙋‍♀️,25 ,2022-04-02T10:13:19.000Z
wangmayaw,發現他們原來是一對/CP,18 ,2022-04-02T04:50:53.000Z
suxianc,😆😆😆,0,2022-04-02T04:40:16.000Z
funling0052,嗯嗯...人生有夢最美 🤔,4 ,2022-04-02T06:04:03.000Z
toshihero_101,然後， 帥哥都有男朋友了,8 ,2022-04-02T08:57:03.000Z
kazu_lin168,這是真的、通常帥哥的朋友都粉帥、🤪🤪🤪😳👍👍🥳🥳🥳🥳,8 ,2022-04-02T05:57:55.000Z
dawindesign,然後兩個都看不上妳😂,6 ,2022-04-02T05:17:17.000Z
joy_10221,然後發現～帥的～～～永遠不屬於自己😂😂😂,1 ,2022-04-02T05:00:12.000Z
lilywhite74,😍😍😂,0,2022-04-02T05:50:11.000Z
marcohuang0502,😂😂😂,0,2022-04-02T04:52:13.000Z
laney_h6689,帥哥看看就好了😂,0,2022-04-02T09:47:27.000Z
vickytung076,哈哈哈😂😂😂,0,2022-04-02T04:39:32.000Z
elmer0627,哈哈哈😆😂,0,2022-04-02T12:39:25.000Z
u364149,😂😂😂😂,0,2022-04-02T05:39:21.000Z
suk0520,🤣🤣🤣🤣🤣,0,2022-04-02T12:13:11.000Z
tsaiyaijens,哈哈哈哈哈哈哈哈,0,2022-04-02T05:41:19.000Z
yeah_leaf29,@fang.tsou 真的啊 別心急,1 ,2022-04-02T09:45:21.000Z
__zoreyuan,@sasa.lin 哈哈哈,1 ,2022-04-02T08:00:10.000Z
greek180,@ka________manf,1 ,2022-04-02T04:43:55.000Z
jing.uuuni,@ailsa_1217 😂,0,2022-04-02T04:50:35.000Z
ri_ta_ts,@sbrinachan,0,2022-04-02T10:18:17.000Z
mi1222_,@yvo_nne0520 哪招哈,0,2022-04-02T12:26:07.000Z
linmichelle,😂😂 @ziqi301_  @keying.07,2 ,2022-04-02T04:53:14.000Z
_rina908_,@zzjjjww 知道嗎😂,0,2022-04-02T06:31:11.000Z
tw_1070825,@tl_914,1 ,2022-04-02T08:37:34.000Z
fine0511,@yu19933 再說你呦👏,0,2022-04-02T04:56:25.000Z
huichenyeh0807,😂😂😂,0,2022-04-02T09:06:27.000Z
puppy_love_magic_kitchen,😂😂😂😂😂😂😂😍😍😍😍😍😍,0,2022-04-02T08:28:12.000Z
_miyako_handmade,笑歪😂,0,2022-04-02T04:59:00.000Z
zhaoxiaofen8,😂😂😂 好像是ㄟ,0,2022-04-02T05:51:04.000Z
