author,content,like,comment,timestamp,url
voyaged,One of the oldest & well-preserved fortress in Northern Europe! Built by Danish King in 1626, the unique star-shaped construction of the Citadel act as a defense to any outside attack from the ocean.—📌 #thecitadel #Copenhagen #denmark—📷 @henry_do—#voyaged #travel #adventure,1.7萬,57,2022-04-26T13:51:51.000Z,https://www.instagram.com/p/Cc0QzhJJq08/
