author,content,like,comment,timestamp,url
voyaged,This tomb is called Qasr al-Farid, meaning 'the Lonely Castle'—📌 #Hegra #ancientcity #Qasralfarid #saudiarabia—📷 @jordhammond—#voyaged #travel #adventure,4.4萬,92,2022-03-20T02:46:14.000Z,https://www.instagram.com/p/CbTzN-nJkLh/
