author,content,like,comment,timestamp,url
voyaged,Coastlines in Hawaii. The mountains have such a dramatic shape, and with a little morning light they really pop off.—📌 #oahu #hawaii #usa—📷 @vincelimphoto—#voyaged #travel #adventure,3.3萬,77,2022-04-06T13:03:23.000Z,https://www.instagram.com/p/CcArXAouT39/
