id,comment,like,timestamp
littleswallow889,😂😂😂😂😂😂😂,0,2022-02-12T06:12:19.000Z
_sandrokez,😂😂😂❤️❤️,0,2022-02-08T03:17:08.000Z
jennyting999,😂😂😂😂,0,2022-02-01T14:44:35.000Z
d221683sister,💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯,0,2022-01-28T07:25:35.000Z
qiushuzhu72,😂😂😂😂😂,0,2022-01-28T03:24:51.000Z
polly9631023,😂😂😂我笑,0,2022-01-28T00:18:23.000Z
lingzhi.yuan,😂😂😂😂😂,0,2022-01-27T15:26:22.000Z
juiyang1977,不是該喝寶力達嗎？,1 ,2022-01-27T08:00:34.000Z
bella_bella_yy,😂😂😂,0,2022-01-27T06:41:13.000Z
zhangjizhan,😂😂😂😂😂😂😂😂😂😂😂,0,2022-01-27T06:14:33.000Z
a0919091931,😂😂😂,0,2022-01-27T05:51:37.000Z
panfude,😂😂😂,0,2022-01-27T05:44:02.000Z
chenshaoran1,😂😂😂😂,0,2022-01-27T04:44:02.000Z
rubylowww,❤️❤️,0,2022-01-27T04:14:40.000Z
hxh5858,只是在看海豹,1 ,2022-01-27T04:06:02.000Z
banai_design,補充白蘭氏產品資訊：*抗疲勞認證: 可加速運動後恢復期血乳酸及血氨濃度下降，有助於增進運動後疲勞的消除。*免疫調節認證: 本產品經動物實驗結果證實:(1)有助於免疫細胞增生功能。(2)有助於促進吞噬細胞活性。(3)有助於促進自然殺手細胞活性。,11 ,2022-01-27T03:46:22.000Z
banai_design,廠商年前好康道相報 : 截至2/22前，憑7-11代收單據，可享白蘭氏雙認證鷄精 優惠價$49/瓶,6 ,2022-01-27T03:46:07.000Z
