id,comment,like,timestamp
momotin1105,珪藻土好きですよね。何で何でしょ？,1 ,2022-03-15T12:19:49.000Z
chake.miui.noa,好きですよね〜💖💖,0,2022-03-15T12:07:00.000Z
peco85peco,先生ご自慢の愛猫ちゃんですか？渋谷で先生に「うちも猫飼ったんですよ」のあの子かしら？😍❤️大きくなりましたね😍❤️すみません、ご訪問お久しぶりだったので、思わずpicに見入りました😍❤️,0,2022-03-20T14:25:03.000Z
snowy_vitalite,もう珪藻土の季節なんですね😍,0,2022-03-15T12:10:01.000Z
miw7068,ソラマルちゃん💕気持ちいいにゃりね〜快適！😊いつになく可愛いにゃん😍🐈守られて愛されて幸せにゃりね〜🥰良かったにゃん！,0,2022-03-15T13:50:40.000Z
aconsulgracia,😍,0,2022-03-21T12:47:26.000Z
yukiehiroki,ひやっと気持ちいいんでしょうね❤️憩いの場所ですね😹,0,2022-03-15T11:28:25.000Z
elkpui,Hello baby on sleeping after dinner 👏👏👏🔥🔥🔥🙌🙌🙌❤️❤️❤️😍😍😍arigato and enjoy your dinner and good evening 💖💖💖🤗🤗🤗😋😋😋✌✌✌💐💐💐🐹🐹🐹,0,2022-03-15T11:49:13.000Z
kimkimjazzclub,😮😍😂😍❤️綺麗な毛色ですね(=^・^=)かわゆす😍,0,2022-03-17T01:21:55.000Z
otsukaseian,😍😍😍,0,2022-03-15T17:08:23.000Z
momotan2828,落ち着くにゃ～😸❤️,0,2022-03-15T11:36:47.000Z
yasuco.kitagawa,あー、みんなそうなんだ。うちの子だけかと思ってた！,0,2022-03-16T02:26:16.000Z
gabriela.borges.1614,😍😍❤️❤️,0,2022-03-20T22:43:01.000Z
nekonomarble19,そらまるさんの柄が綺麗ですね！,0,2022-03-15T11:35:01.000Z
dayan7157,気持ち良いの〜😸❤️❤️,0,2022-03-15T11:23:36.000Z
mii.mrkw,ソラマルちゃん♡凄く気持ちよさそう🥰可愛い💓,0,2022-03-15T13:12:54.000Z
happycoco_92107,可愛いニャン💕,0,2022-03-15T11:52:03.000Z
luixgxx_,@sugita_delrey444,1 ,2022-03-17T02:00:19.000Z
