author,content,like,comment,timestamp,url
voyaged,Endless red sand dunes in Namibia.—📌 #Namibia—📷 @danielkordan—#voyaged #travel #adventure,2.7萬,57,2022-03-22T14:15:17.000Z,https://www.instagram.com/p/CbaLqakvK4r/
