author,content,like,comment,timestamp,url
voyaged,Yes, a Roman Era pyramid exists 🏛🇮🇹Pyramid of Cestius was built as a tomb between 18 and 12 BC for the Roman magistrate Gaius Cestius.—📌 #rome #italy #pyramid #pyramidofCestius—📷 @world_walkerz—#voyaged #travel #adventure,4.6萬,128,2022-03-29T13:53:34.000Z,https://www.instagram.com/p/CbsKvgUI5TM/
