id,comment,like,timestamp
misshsiehyvonne,好跟的上我笑了😂👏,0,2022-04-21T06:11:29.000Z
eddie63chu,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0,2022-04-29T02:29:31.000Z
6fennie,您好，請問這樣肉片不會煮太久太硬嗎,0,2022-04-23T01:22:45.000Z
zengsharon5858,如果不用太白粉，可用什麼粉替代？😀,0,2022-04-21T04:37:38.000Z
acac110520,請問貝蒂圖3的工具是什麼？第一次看到好新奇！,0,2022-04-21T04:34:57.000Z
carolyn77228,今天跟著老師的這個食譜做了，真的好好吃好下飯❤️,0,2022-04-23T14:46:42.000Z
lindayeh0726,不粗的好吃😂降肉看起來粉好吃😋,0,2022-04-23T00:23:22.000Z
ivy_dessert1147,美味又下飯還可夾入吐司 棒👍😋❤,0,2022-04-22T12:04:02.000Z
carol_magic_kitchen,看到你分享的製作過程，下次我也要自己做，好美味啊😍,0,2022-04-21T23:46:54.000Z
eashuan0825,為什麼叫降肉,0,2022-04-22T10:06:32.000Z
cheersmyfriends520,想學想吃😍,0,2022-04-22T02:03:26.000Z
nemofengwei,😍,0,2022-04-22T02:21:10.000Z
smallhandcook,降肉感覺好下飯😍,0,2022-04-21T13:08:40.000Z
athena_310,這個降肉超可以啦😂,0,2022-04-21T13:14:15.000Z
wuemily9,👏,0,2022-04-22T06:23:14.000Z
koala.tw,降肉好粗🤤🤤🤤,0,2022-04-21T06:34:59.000Z
cindywu527,貝蒂好可愛😄這個100英呎降肉很可以,0,2022-04-21T04:49:17.000Z
iammay812,降肉降的真好😁,0,2022-04-21T10:09:38.000Z
newbietata,這個九天玄女降肉🪂比爆米花好吃太多了啦😚,0,2022-04-21T05:12:38.000Z
winniesdiningtable,貝蒂的降肉太可愛了啦🤣🤣🤣,0,2022-04-21T08:01:14.000Z
emma.chian0117,看了超美味好餓，便當盒也好好看😍😍😍,0,2022-04-21T11:09:26.000Z
sara601230,太好笑😆有梗！最近補追阿翰！,0,2022-04-21T10:36:29.000Z
villa_kitchen2022,顏色好棒，降肉😂,0,2022-04-21T12:26:10.000Z
annababy.ann,這醬色好讚喔🤤,0,2022-04-21T08:12:35.000Z
candice_718,這個當早餐夾吐司好像也不錯哦(流口水🤤）,0,2022-04-21T05:21:06.000Z
shelly_0718,我看到降肉整個笑出來😂 比那個九天玄女厲害的肉來了❤️❤️,0,2022-04-21T04:49:50.000Z
a.rent_glutton,哈哈哈我最近都被降肉洗腦，網路還有機師搭配畫面配，超好笑🤣,0,2022-04-21T05:08:14.000Z
fish03150811,看起來太美味❤️,0,2022-04-21T05:34:04.000Z
joyce120131,本仙姑也要去買肉肉來降肉囉😂😂,0,2022-04-21T08:49:04.000Z
kelly11210320,降下來的肉😂太可口了,0,2022-04-21T07:41:29.000Z
jiang___nora,好有梗喔～～～～,0,2022-04-21T04:30:17.000Z
evashiuan,❤️,0,2022-04-21T11:41:32.000Z
xinzhi315,😂😂😂😂,0,2022-04-21T08:21:01.000Z
yinchin6586,😍😍👏👏,0,2022-04-21T08:44:52.000Z
bunnychiu214,@hsuanhao.liu @abc559918,1 ,2022-04-22T15:43:32.000Z
leochiaooo,@mouthtung 不可能...,2 ,2022-04-21T05:07:20.000Z
