id,comment,like,timestamp
dolly092839,❤️,0,2021-10-03T03:51:01.000Z
josephruby99,請問圖二 圖三便當盒哪裡買？！,0,2021-09-29T22:43:10.000Z
wave_kitchen,都要啦！,0,2021-09-29T12:36:29.000Z
joanne072323,全打包了,0,2021-09-29T09:37:10.000Z
bingotaiwan,❤️❤️❤️,0,2021-09-29T03:47:05.000Z
imsahaha,每個都中❤️ 光看就開始肚子餓了😍,0,2021-09-29T03:30:09.000Z
jeanhsinching,感覺都好好吃喔~想做做看豬排飯,0,2021-09-29T02:06:05.000Z
d.vickylee,每個都想吃！,0,2021-09-28T23:42:02.000Z
fifiamma2010,👏❤️,0,2021-09-28T22:51:44.000Z
easy_peasyyyyy,請問readmoo會有售電子版嗎？很期待呢！,0,2021-09-28T18:14:58.000Z
magnuslife_tw,🔥🔥🔥,0,2021-09-28T15:23:50.000Z
leeriven,買起來,0,2021-09-28T14:53:15.000Z
hsieh.chiahua,小孩才做選擇，我每個都喜歡😋👏👏👏,0,2021-09-28T13:59:18.000Z
alisalingling,全部,0,2021-09-28T13:05:59.000Z
hua.hsien,每個都喜歡期待拿到書,0,2021-09-28T12:44:05.000Z
sandy_lim.023,我没办法像你一样，一个便当里准备这么多种类，但我就在里面挑选我喜欢的做来吃。。谢谢你也让我变成“厨娘”,0,2021-09-28T12:27:33.000Z
annababy.ann,都愛❤️自己親身下廚的料理，都蘊藏著無比的獨特美味,0,2021-09-28T12:09:03.000Z
jun_june05,❤️❤️,0,2021-09-28T11:52:26.000Z
fishfish88888,從第一本看到第三本，連配色都華麗很多也，好厲害👏,0,2021-09-28T10:50:42.000Z
joyce120131,全中😍,0,2021-09-28T10:48:52.000Z
alice970404,看起來好好吃,0,2021-09-28T10:41:29.000Z
vicky9860,每道都好好吃感覺😍,0,2021-09-28T10:14:19.000Z
whittyhigh,想請問 新書只有實體書嗎 還是會有電子書版本呢～？,0,2021-09-28T09:50:25.000Z
rusmamakitchen,一直都很喜歡你的料理❤️,1 ,2021-09-28T09:45:03.000Z
juliewu0511,好想吃4會不會很難啊😮😂,0,2021-09-28T09:33:07.000Z
jtsang__,每個都喜歡,0,2021-09-28T09:26:22.000Z
fish03150811,每次看到都流口水🤤好讚,0,2021-09-28T09:11:37.000Z
luv_annie917,小朋友才選，我都好喜歡😍😍,0,2021-09-28T09:02:56.000Z
koala.tw,中好多個欸🤤🤤🤤,0,2021-09-28T09:00:06.000Z
kam2eat,燒得好拍得也超美❤️❤️❤️,0,2021-09-28T08:57:35.000Z
tingpigchiang,全部😍🤤,0,2021-09-28T08:49:35.000Z
daypoonesnow,都喜歡😍,0,2021-09-28T08:48:02.000Z
