id,comment,like,timestamp
dobro.plus,Волеизьявление,0,2022-03-04T23:04:08.000Z
karok3012,❤️🙌❤️🙌❤️🙌,0,2022-03-04T08:43:42.000Z
niconico_lab,わぉ😍かわいいお口だぁ╰(*´︶`*)╯♡,0,2022-03-03T14:06:05.000Z
otsukaseian,😻😻😻,0,2022-03-03T03:46:57.000Z
mjose5361,❤️❤️❤️❤️❤️,0,2022-03-03T00:10:08.000Z
dayan7157,起きたばかり〜😸💕,1 ,2022-03-02T22:55:34.000Z
miw7068,まだ寝足りないにゃ〜🤣きゃわいいにゃん！😍私の膝の上貸してあげるから、ゆっくり休んでいいよ〜🥰🐈🐾🐾🎎,0,2022-03-02T22:34:43.000Z
koyumiyu.cats,おはにゃー！😸☀️💕まだまだネムネムにゃね！😹💕,0,2022-03-02T22:26:00.000Z
ayrton_41win,バスを待つ寝不足気味の会社員,0,2022-03-02T22:23:44.000Z
