author,content,like,comment,timestamp,url
voyaged,The Northern lights in Finland - name your favourite shot from 1 to 10! From September to April there's a chance to see these beautiful shows on the cloudless sky, especially in Northern Finland.—📌 #finland #northernlights #northernfinland—📷 @jukkarisikko—#voyaged #travel #adventure,6萬,182,2022-04-06T01:58:13.000Z,https://www.instagram.com/p/Cb_fPJ4P04S/
