author,content,like,comment,timestamp,url
betty.bento,｜校外教學便當｜⁡為了一早起床做校外教學便當，我昨晚睡前至少設了10個鬧鐘😂，幸好如期完成，希望女兒及她的好閨蜜中午在遊樂園可以吃的開心！⁡冷便當內容：🔹蒜香醬油嫩雞柳🔹日式燒肉雞腿🔹甜玉米煎蛋 🍳🔹炒青花菜🥦🔹橄欖油炒紅蘿蔔高麗菜🔹白米+藜麥飯⁡#冷便當 #女兒便當 #娘弁当#早起做便當 #睏 🤣⁡♥️大家星期一加油💪,2335,47,2022-03-14T00:59:28.000Z,https://www.instagram.com/p/CbEJ4Y3Phj3/
