id,comment,like,timestamp
liao1124,廢話，不努力賺錢是要一起吃土喝西北風嗎….,68 ,2022-05-01T05:48:02.000Z
csc0968,熱戀時，好朋友來肚子痛，老公特地從台北騎摩托車到新北，就為了買一杯熱可可給我喝。結婚後那個來，老公說早點睡就不會感覺肚子痛了。😢,33 ,2022-05-01T10:12:48.000Z
s250090,婚後⋯只想在家耍廢。,15 ,2022-05-01T06:10:05.000Z
dragonchangu,沒辦法，要把之前漏掉的工作補回來⋯⋯,11 ,2022-05-01T05:54:14.000Z
lilliantatlace,太真實了吧！,10 ,2022-05-01T05:51:58.000Z
gong0420,@linzyio @summer___yj,0,2022-05-01T06:30:56.000Z
hj081991,@___apei___ 😂😂😂,3 ,2022-05-01T10:47:50.000Z
hey_.0414,@hey_.0818 .............？,1 ,2022-05-01T11:19:09.000Z
joanna_0402,@oscar19941019,1 ,2022-05-01T08:02:04.000Z
wiewiej,@quentina_ku 是不是你……,0,2022-05-01T06:34:17.000Z
yuminliao13,@chuang_yu_hsiang,0,2022-05-01T06:05:10.000Z
anjubi1645,@junaaa_din,1 ,2022-05-01T08:56:07.000Z
yu.177,@12.7.n,0,2022-05-01T11:53:44.000Z
venic311419,@narutof3 你欸,0,2022-05-01T06:37:02.000Z
cai630,@remix319,0,2022-05-01T10:34:33.000Z
wsx412e,@linbanana0803 😮😮😮,1 ,2022-05-01T08:45:44.000Z
87_08.31,@tinglunguan,0,2022-05-01T10:33:02.000Z
keiko_hsu,@restart0211 😂😂😂😂😂😂😂,0,2022-05-01T07:17:01.000Z
xiaojun2329,@k627131,0,2022-05-01T06:06:56.000Z
ann23456789000a,@beryl.wu.180,0,2022-05-01T09:32:22.000Z
dgfish0312,@jia_chun0312,0,2022-05-01T08:25:09.000Z
oooochuchujingjing,@changyunnnnn,1 ,2022-05-01T06:00:55.000Z
amy03_25,@hsinhangtsai 就是你🔥,0,2022-05-01T06:20:53.000Z
ah_bii__0510,@alvin.soon 😂,0,2022-05-01T06:26:35.000Z
show_min,@wow4_145,0,2022-05-01T07:11:55.000Z
shih_yaya1019,@yuchunghsu,0,2022-05-01T06:14:10.000Z
huaauh_0304,@1118_chi 太貼切,0,2022-05-01T08:55:44.000Z
alex_921004,@h.jiekai 是嗎,0,2022-05-01T06:55:32.000Z
j.doi_yvonne,@rayswing,0,2022-05-01T05:47:32.000Z
maama327,@pei_fen_li,0,2022-05-01T10:03:23.000Z
jason.shaowei,因為錢花完了，努力工作,8 ,2022-05-01T10:46:05.000Z
joy_10221,歸剛誒….救某贏😂😂😂,1 ,2022-05-01T05:48:16.000Z
vivi693600,說的超準的啊😂,2 ,2022-05-01T05:55:37.000Z
310goodwin,“下班”一去吃飯要改成“晚上”一去吃飯，這樣才比較像無業遊民,1 ,2022-05-01T09:16:46.000Z
carolyeh62,沒辦法啊😢😢😢😢😢😢😢,0,2022-05-01T06:25:46.000Z
teresa.0130,😂😂😂😂😂超好笑,1 ,2022-05-01T11:10:53.000Z
lin4230,😂😂😂真貼切,2 ,2022-05-01T07:07:23.000Z
a0204001,520快到了😌,1 ,2022-05-01T06:05:07.000Z
aysha_12088,真的😂😂😂,0,2022-05-01T06:30:20.000Z
sara.huang.221,就像台語講的，頭燒燒，尾冷冷。😂😂😂,0,2022-05-01T08:32:18.000Z
arthurhoo3,親愛的，請體諒我，我是忙著掙錢養妳啊！😂😂😂😂😂,0,2022-05-01T09:46:00.000Z
162cherry,😂😂😂😂😂😂,1 ,2022-05-01T05:47:24.000Z
laichahung,因為成本花光了😂,3 ,2022-05-01T05:49:31.000Z
family_2274,這台檔車不錯,0,2022-05-01T07:22:04.000Z
newt_rong,聯合國有在做事嗎,3 ,2022-05-01T06:16:14.000Z
j0chew,簡直感覺自己跟什麼了不起的大人物（聯合國總理）交往😂,1 ,2022-05-01T08:57:20.000Z
like_eso,太寫實了😂,0,2022-05-01T09:38:37.000Z
miss.yellow7583,聯合國笑死😂😂😂,0,2022-05-01T08:38:27.000Z
chenyongzhen9,嘿呀~到手後就開始無聊了😂😂😂,0,2022-05-01T06:17:15.000Z
mgc06212,😂 正解,1 ,2022-05-01T08:03:02.000Z
assa1325,長久經營必須要有點實力、通常是財留人不會是感情,1 ,2022-05-01T08:27:26.000Z
misutonan,魚釣起來了就不用撒餌😂,1 ,2022-05-01T05:57:40.000Z
a2212492,不努力賺錢  怎麼應付一堆莫名其妙的節日禮物😎,0,2022-05-01T07:09:02.000Z
suk0520,😂😂😂😂😂,0,2022-05-01T06:12:30.000Z
eric9557,男人沒錢時被嫌沒出息，有錢後嫌沒時間陪她！男人真難！,0,2022-05-01T08:19:41.000Z
kennensky,對呀～拼事業,0,2022-05-01T05:52:35.000Z
angelwang0808,真的欸😂😂,0,2022-05-01T07:56:58.000Z
lingjq,😂😂😂,0,2022-05-01T08:14:13.000Z
u364149,😂😂😂,0,2022-05-01T07:44:15.000Z
gazu.chen,熱戀期時錢花光了😍在來就要填坑了😢,0,2022-05-01T10:00:05.000Z
ganregina,笑死我了,0,2022-05-01T10:54:53.000Z
