author,content,like,comment,timestamp,url
voyaged,The cathedrals of Na Pali Coast—📌 #napalicoast #hawaii #Kauai—📷 @vincelimphoto—#voyaged #travel #adventure,4.2萬,80,2022-03-25T14:53:40.000Z,https://www.instagram.com/p/Cbh-cMqJrxl/
